73 11032 46122
0 0     1.224100e+02 6.554999e+01
57 7402     -2.847200e+02 5.134003e+01
65 7402     -3.375100e+02 5.446002e+01
40 7403     1.646300e+02 4.396002e+01
41 7403     1.686000e+02 4.315002e+01
44 7403     1.738900e+02 4.447998e+01
46 7403     1.637600e+02 4.276001e+01
48 7403     1.652200e+02 4.262000e+01
40 7404     1.191900e+02 4.345001e+01
48 7404     8.348001e+01 4.428003e+01
57 7404     6.592999e+01 4.504999e+01
65 7404     4.731000e+01 4.728003e+01
40 7405     -3.235100e+02 4.034998e+01
46 7405     -3.806700e+02 4.094000e+01
51 7405     2.972100e+02 4.012000e+01
40 7406     -2.779500e+02 3.871997e+01
48 7406     -3.879800e+02 4.098999e+01
51 7406     3.488700e+02 4.297998e+01
40 7407     -2.540800e+02 3.601001e+01
48 7407     -3.617400e+02 3.846002e+01
51 7407     3.812500e+02 4.372998e+01
40 7408     3.008300e+02 2.387000e+01
46 7408     2.776900e+02 2.387000e+01
56 7408     -2.634900e+02 2.404999e+01
57 7408     2.345800e+02 2.590002e+01
40 7409     -2.343100e+02 1.929999e+01
48 7409     -3.395900e+02 2.059003e+01
40 7410     1.625300e+02 1.948999e+01
47 7410     -3.833200e+02 2.472998e+01
48 7410     1.009600e+02 1.928998e+01
40 7411     2.032500e+02 1.612000e+01
46 7411     1.748000e+02 1.608002e+01
47 7411     -3.316700e+02 1.859998e+01
48 7411     1.465200e+02 1.688000e+01
56 7411     -3.724600e+02 2.306000e+01
57 7411     1.170600e+02 1.747998e+01
65 7411     8.442999e+01 2.021002e+01
40 7412     1.442300e+02 1.392999e+01
46 7412     1.126800e+02 1.352002e+01
40 7413     3.094000e+02 4.510010e+00
47 7413     -2.355500e+02 3.210022e+00
56 7413     -2.563900e+02 6.169983e+00
40 7414     3.718900e+02 3.150024e+00
48 7414     3.366500e+02 2.809998e+00
57 7414     3.205400e+02 3.460022e+00
65 7414     3.025000e+02 4.190002e+00
40 7415     1.836500e+02 -2.510010e+00
47 7415     -3.559300e+02 -5.599976e-01
40 7416     -9.757001e+01 -2.538000e+01
46 7416     -1.384600e+02 -2.651001e+01
40 7417     -3.295400e+02 -3.953998e+01
46 7417     -3.822200e+02 -4.103998e+01
40 7418     -1.357900e+02 -4.084998e+01
48 7418     -2.216200e+02 -4.225000e+01
40 7419     7.662000e+01 -7.035999e+01
47 7419     -2.774200e+02 -6.690002e+01
40 7420     8.517999e+01 -8.106000e+01
46 7420     5.122000e+01 -8.375000e+01
48 7420     1.651999e+01 -8.567999e+01
57 7420     -1.947000e+01 -8.754999e+01
65 7420     -5.900000e+01 -8.813000e+01
40 7421     9.095999e+01 -8.315002e+01
46 7421     5.738000e+01 -8.583002e+01
48 7421     2.332999e+01 -8.754999e+01
57 7421     -1.192001e+01 -8.954999e+01
40 7422     9.095999e+01 -8.315002e+01
46 7422     5.738000e+01 -8.583002e+01
48 7422     2.332999e+01 -8.754999e+01
57 7422     -1.192001e+01 -8.954999e+01
65 7422     -5.062000e+01 -9.006000e+01
40 7423     -2.573900e+02 -8.508002e+01
46 7423     -3.121000e+02 -8.788000e+01
51 7423     3.750400e+02 -1.008000e+02
40 7424     1.075900e+02 -9.041998e+01
48 7424     4.341000e+01 -9.502002e+01
40 7425     9.698001e+01 -9.177002e+01
46 7425     6.417999e+01 -9.470001e+01
48 7425     3.085999e+01 -9.675000e+01
57 7425     -3.850006e+00 -9.892999e+01
40 7426     8.269000e+01 -9.428998e+01
46 7426     4.845001e+01 -9.703998e+01
40 7427     -2.091600e+02 -2.833400e+02
46 7427     -3.823400e+02 -3.054300e+02
40 7428     2.225600e+02 -3.500600e+02
46 7428     7.591000e+01 -3.850800e+02
40 7429     -5.741000e+01 -3.731600e+02
46 7429     -2.241500e+02 -4.067600e+02
40 7430     -3.000000e+01 -3.886700e+02
46 7430     -2.019700e+02 -4.251700e+02
40 7431     -3.679500e+02 -4.043600e+02
41 7431     -1.283500e+02 -3.613300e+02
40 7432     3.200100e+02 5.667600e+02
41 7432     3.570000e+02 5.484500e+02
40 7433     2.841700e+02 5.426100e+02
41 7433     3.209300e+02 5.264600e+02
46 7433     2.511600e+02 5.569300e+02
40 7434     2.881600e+02 5.422900e+02
41 7434     3.248200e+02 5.262100e+02
40 7435     2.804800e+02 5.394500e+02
41 7435     3.164100e+02 5.224700e+02
44 7435     3.563800e+02 5.152100e+02
46 7435     2.474100e+02 5.534900e+02
40 7436     2.828200e+02 5.344200e+02
41 7436     3.190500e+02 5.176500e+02
44 7436     3.581800e+02 5.095500e+02
40 7437     3.116600e+02 5.257300e+02
41 7437     3.471100e+02 5.100200e+02
40 7438     3.694700e+02 4.241900e+02
46 7438     3.404700e+02 4.373100e+02
40 7439     -3.198200e+02 5.725000e+01
46 7439     -3.763100e+02 5.703003e+01
40 7440     -2.688400e+02 4.101001e+01
46 7440     -3.234100e+02 4.240002e+01
48 7440     -3.779800e+02 4.298999e+01
40 7441     -2.688400e+02 4.101001e+01
46 7441     -3.234100e+02 4.240002e+01
48 7441     -3.779800e+02 4.298999e+01
40 7442     -1.009700e+02 3.859003e+01
46 7442     -1.458100e+02 3.916998e+01
57 7442     -2.391900e+02 4.196997e+01
65 7442     -2.903800e+02 4.470001e+01
40 7443     -1.169100e+02 3.608002e+01
46 7443     -1.637100e+02 3.659003e+01
57 7443     -2.583700e+02 3.896997e+01
65 7443     -3.108000e+02 4.123999e+01
40 7444     2.652700e+02 3.076001e+01
46 7444     2.404600e+02 3.071002e+01
40 7445     -6.450000e+01 1.340027e+00
46 7445     -1.088600e+02 9.099731e-01
48 7445     -1.529100e+02 1.650024e+00
40 7446     -1.052900e+02 -1.819000e+01
48 7446     -1.883000e+02 -1.952002e+01
65 7446     -2.764300e+02 -1.939001e+01
40 7447     -1.019300e+02 -2.200000e+01
46 7447     -1.429300e+02 -2.323999e+01
48 7447     -1.843200e+02 -2.301001e+01
40 7448     3.251200e+02 -5.542999e+01
47 7448     -2.249700e+02 -4.585999e+01
70 7448     -2.590700e+02 -5.090002e+01
40 7449     -1.768900e+02 -6.834003e+01
48 7449     -2.664200e+02 -7.123999e+01
65 7449     -3.599400e+02 -7.184003e+01
40 7450     8.353000e+01 -8.476001e+01
48 7450     1.464999e+01 -8.940997e+01
40 7451     -7.410999e+01 -8.526001e+01
46 7451     -1.101500e+02 -8.784998e+01
48 7451     -1.458100e+02 -8.927002e+01
40 7452     8.604999e+01 -9.291998e+01
46 7452     5.162000e+01 -9.589001e+01
48 7452     1.698001e+01 -9.813000e+01
65 7452     -5.860999e+01 -1.008100e+02
40 7453     2.163600e+02 -1.057700e+02
46 7453     1.430400e+02 -1.122800e+02
40 7454     2.273001e+01 -2.571900e+02
46 7454     -1.119500e+02 -2.763900e+02
40 7455     2.293700e+02 -3.573200e+02
41 7455     3.576600e+02 -3.280400e+02
40 7456     -1.751600e+02 5.651400e+02
41 7456     -1.103200e+02 5.439800e+02
46 7456     -2.377900e+02 5.782700e+02
40 7457     2.889600e+02 5.369400e+02
46 7457     2.568400e+02 5.504500e+02
40 7458     -6.751001e+01 6.150000e+01
46 7458     -1.105400e+02 6.253998e+01
40 7459     1.512100e+02 9.820007e+00
48 7459     8.784000e+01 1.028003e+01
40 7460     1.582400e+02 1.049988e+00
46 7460     1.272200e+02 5.999756e-01
40 7461     2.880700e+02 -2.109998e+01
48 7461     2.459400e+02 -2.298999e+01
40 7462     -1.050900e+02 -2.438000e+01
46 7462     -1.465900e+02 -2.494000e+01
40 7463     -1.271900e+02 -2.745001e+01
46 7463     -1.709100e+02 -2.847998e+01
48 7463     -2.124600e+02 -2.840002e+01
40 7464     3.350006e+00 -3.821002e+01
46 7464     -3.179001e+01 -3.971002e+01
40 7465     3.217900e+02 -3.815002e+01
47 7465     -2.274700e+02 -3.314001e+01
56 7465     -2.456400e+02 -3.271997e+01
40 7466     3.216100e+02 -5.592999e+01
46 7466     3.020100e+02 -5.681000e+01
40 7467     3.215200e+02 -6.596997e+01
46 7467     3.019600e+02 -6.890002e+01
56 7467     -2.460100e+02 -5.884998e+01
40 7468     1.745001e+01 -2.557000e+02
46 7468     -1.167500e+02 -2.749500e+02
40 7469     -2.242200e+02 -2.891400e+02
46 7469     -4.041700e+02 -3.122100e+02
40 7470     3.266700e+02 5.877600e+02
41 7470     3.641500e+02 5.680600e+02
40 7471     -1.750200e+02 5.740400e+02
46 7471     -2.402400e+02 5.888000e+02
40 7472     2.919900e+02 4.658700e+02
41 7472     3.271800e+02 4.520900e+02
40 7473     3.780700e+02 4.259300e+02
46 7473     3.489900e+02 4.395500e+02
40 7474     3.652800e+02 4.221500e+02
46 7474     3.361500e+02 4.354000e+02
40 7475     3.455600e+02 -1.753998e+01
46 7475     3.160000e+02 -1.857001e+01
40 7476     1.752000e+02 -2.110999e+01
46 7476     1.474300e+02 -2.227002e+01
47 7476     -3.700700e+02 -2.188000e+01
40 7477     4.297000e+01 -2.497998e+01
48 7477     -3.351001e+01 -2.502002e+01
40 7478     2.851300e+02 -5.507001e+01
46 7478     2.636000e+02 -5.760999e+01
47 7478     -2.548700e+02 -4.994000e+01
56 7478     -2.778000e+02 -5.129999e+01
70 7478     -2.989600e+02 -5.612000e+01
40 7479     2.373400e+02 -6.228998e+01
46 7479     2.118000e+02 -6.451001e+01
47 7479     -2.964800e+02 -6.077002e+01
48 7479     1.871500e+02 -6.622998e+01
65 7479     1.326800e+02 -6.784003e+01
40 7480     2.250300e+02 -7.179999e+01
46 7480     1.988200e+02 -7.428998e+01
57 7480     1.474800e+02 -7.807001e+01
70 7480     -3.792300e+02 -8.553003e+01
40 7481     1.008400e+02 -8.910999e+01
46 7481     6.829001e+01 -9.215997e+01
48 7481     3.542001e+01 -9.402002e+01
65 7481     -3.670999e+01 -9.631000e+01
40 7482     8.069000e+01 -9.883002e+01
46 7482     4.548001e+01 -1.019400e+02
48 7482     1.019000e+01 -1.042500e+02
40 7483     -2.948800e+02 -1.281100e+02
46 7483     -3.785400e+02 -1.326800e+02
51 7483     3.274700e+02 -1.382700e+02
40 7484     -2.104800e+02 -3.163600e+02
46 7484     -3.921400e+02 -3.420700e+02
40 7485     2.718600e+02 5.331500e+02
41 7485     3.077000e+02 5.173000e+02
44 7485     3.462300e+02 5.085600e+02
40 7486     3.512000e+02 3.889100e+02
46 7486     3.210100e+02 3.999800e+02
48 7486     2.932200e+02 4.151400e+02
57 7486     2.640400e+02 4.328100e+02
65 7486     2.312800e+02 4.545300e+02
40 7487     1.533400e+02 -3.289978e+00
46 7487     1.225700e+02 -3.969971e+00
57 7487     5.960001e+01 -3.239990e+00
40 7488     1.533400e+02 -3.289978e+00
46 7488     1.225700e+02 -3.969971e+00
57 7488     5.960001e+01 -3.239990e+00
40 7489     -1.186700e+02 -4.584998e+01
46 7489     -1.603200e+02 -4.592999e+01
40 7490     1.169200e+02 -7.609998e+01
46 7490     8.606000e+01 -7.857001e+01
48 7490     5.501999e+01 -8.010999e+01
40 7491     8.094000e+01 -9.189001e+01
46 7491     4.591000e+01 -9.514001e+01
48 7491     1.069000e+01 -9.696002e+01
40 7492     1.674400e+02 -1.105900e+02
46 7492     9.725000e+01 -1.166200e+02
47 7492     -3.326000e+02 -1.137800e+02
40 7493     2.120200e+02 -1.253600e+02
46 7493     1.368600e+02 -1.301600e+02
40 7494     -6.425000e+01 -1.618400e+02
46 7494     -1.874800e+02 -1.720300e+02
40 7495     3.321400e+02 4.946800e+02
41 7495     3.664200e+02 4.795400e+02
40 7496     2.607400e+02 4.383100e+02
46 7496     2.310400e+02 4.494400e+02
40 7497     2.607400e+02 4.383100e+02
46 7497     2.310400e+02 4.494400e+02
40 7498     -2.449800e+02 1.166998e+01
46 7498     -2.985200e+02 1.163000e+01
40 7499     -2.508300e+02 -3.223999e+01
48 7499     -3.549800e+02 -3.629999e+01
40 7500     8.126999e+01 -7.641998e+01
46 7500     4.620001e+01 -7.956000e+01
48 7500     1.048999e+01 -8.159998e+01
57 7500     -2.657001e+01 -8.372998e+01
65 7500     -6.654999e+01 -8.387000e+01
40 7501     -2.517100e+02 -7.765997e+01
46 7501     -3.040300e+02 -8.103998e+01
48 7501     -3.569300e+02 -8.096002e+01
40 7502     3.085200e+02 5.564900e+02
46 7502     2.757200e+02 5.715300e+02
40 7503     2.756600e+02 5.109900e+02
41 7503     3.107300e+02 4.957900e+02
46 7503     2.452600e+02 5.242300e+02
48 7503     2.170400e+02 5.438600e+02
40 7504     2.756600e+02 5.109900e+02
44 7504     3.499400e+02 4.878000e+02
46 7504     2.452600e+02 5.242300e+02
48 7504     2.170400e+02 5.438600e+02
57 7504     1.871000e+02 5.650100e+02
40 7505     2.609700e+02 4.953800e+02
41 7505     2.953600e+02 4.828700e+02
40 7506     3.528100e+02 3.872500e+02
48 7506     2.949000e+02 4.140900e+02
40 7507     1.781100e+02 -4.176001e+01
46 7507     1.485900e+02 -4.359998e+01
48 7507     1.200700e+02 -4.413000e+01
40 7508     2.813000e+02 5.502000e+02
41 7508     3.179900e+02 5.336300e+02
46 7508     2.485700e+02 5.648000e+02
40 7509     3.162800e+02 5.054400e+02
41 7509     3.505400e+02 4.882300e+02
40 7510     4.129999e+01 -1.622998e+01
46 7510     3.239990e+00 -1.771997e+01
48 7510     -3.800000e+01 -1.737000e+01
40 7511     1.195800e+02 -6.441998e+01
46 7511     8.963000e+01 -6.708002e+01
48 7511     5.960001e+01 -6.846002e+01
57 7511     2.901001e+01 -6.965002e+01
65 7511     -5.869995e+00 -7.087000e+01
40 7512     -2.512400e+02 -9.415997e+01
46 7512     -3.041200e+02 -9.641998e+01
48 7512     -3.571300e+02 -9.700000e+01
40 7513     -1.989990e+00 -1.324800e+02
46 7513     -1.258600e+02 -1.401700e+02
40 7514     3.266400e+02 3.910600e+02
46 7514     2.978200e+02 4.022700e+02
40 7515     -8.132999e+01 8.313000e+01
46 7515     -1.217600e+02 8.302002e+01
40 7516     6.828000e+01 -8.170001e+01
46 7516     3.226999e+01 -8.445001e+01
48 7516     -4.200012e+00 -8.583002e+01
57 7516     -4.216000e+01 -8.700000e+01
40 7517     6.828000e+01 -8.170001e+01
46 7517     3.226999e+01 -8.445001e+01
48 7517     -4.200012e+00 -8.583002e+01
40 7518     3.301500e+02 -1.726200e+02
47 7518     -1.810500e+02 -1.227700e+02
40 7519     2.754900e+02 4.905400e+02
41 7519     3.086700e+02 4.761400e+02
44 7519     3.449000e+02 4.688900e+02
40 7520     3.348500e+02 4.151000e+02
48 7520     2.766600e+02 4.383000e+02
40 7521     1.586800e+02 2.797998e+01
48 7521     8.614999e+01 2.857001e+01
40 7522     3.005100e+02 2.292999e+01
46 7522     2.737200e+02 1.909998e+01
47 7522     -2.438800e+02 2.204999e+01
48 7522     2.491900e+02 2.026001e+01
56 7522     -2.644300e+02 2.421997e+01
57 7522     2.186900e+02 2.262000e+01
70 7522     -2.894500e+02 2.204999e+01
40 7523     3.551500e+02 1.696002e+01
46 7523     3.293200e+02 1.803998e+01
40 7524     1.003800e+02 -3.910999e+01
46 7524     6.766000e+01 -4.272998e+01
40 7525     -1.942999e+01 -1.517000e+02
46 7525     -1.434700e+02 -1.613700e+02
41 7526     3.643100e+02 3.842900e+02
46 7526     2.999400e+02 4.089200e+02
41 7527     -1.998700e+02 6.131000e+01
46 7527     -3.116300e+02 6.576001e+01
48 7527     -3.653300e+02 6.817999e+01
51 7527     3.759200e+02 7.710001e+01
41 7528     -2.468200e+02 6.067999e+01
46 7528     -3.637400e+02 6.484003e+01
41 7529     -2.342100e+02 5.003003e+01
46 7529     -3.499700e+02 5.419000e+01
51 7529     3.286600e+02 5.703998e+01
41 7530     3.067999e+01 4.753003e+01
48 7530     -9.487000e+01 5.310999e+01
41 7531     -2.392700e+02 4.421997e+01
46 7531     -3.549400e+02 4.759998e+01
51 7531     3.232700e+02 4.953998e+01
41 7532     -2.392700e+02 4.421997e+01
46 7532     -3.549400e+02 4.759998e+01
51 7532     3.232700e+02 4.953998e+01
41 7533     -2.166500e+02 4.202002e+01
48 7533     -3.849500e+02 4.740997e+01
41 7534     -2.211800e+02 3.397998e+01
46 7534     -3.356900e+02 3.734998e+01
48 7534     -3.907600e+02 3.945001e+01
51 7534     3.457200e+02 4.100000e+01
41 7535     -2.106400e+02 3.394000e+01
46 7535     -3.236100e+02 3.717999e+01
41 7536     1.662800e+02 2.733002e+01
46 7536     9.889999e+01 2.975000e+01
41 7537     -1.859700e+02 2.640002e+01
46 7537     -2.978600e+02 2.935999e+01
41 7538     2.802500e+02 2.323999e+01
48 7538     2.013000e+02 2.642999e+01
57 7538     1.756000e+02 2.748999e+01
41 7539     4.994000e+01 2.087000e+01
48 7539     -7.428000e+01 2.435999e+01
41 7540     2.219900e+02 1.246997e+01
46 7540     1.606800e+02 1.403998e+01
48 7540     1.315900e+02 1.497998e+01
41 7541     3.301800e+02 -2.133002e+01
48 7541     2.656400e+02 -2.156000e+01
57 7541     2.472300e+02 -2.190997e+01
41 7542     -2.781000e+01 -2.309003e+01
48 7542     -1.482800e+02 -2.340002e+01
57 7542     -1.888100e+02 -2.372998e+01
65 7542     -2.327700e+02 -2.246002e+01
41 7543     1.165700e+02 -7.279999e+01
46 7543     4.359000e+01 -7.546997e+01
48 7543     7.600006e+00 -7.646997e+01
41 7544     1.419400e+02 -8.989001e+01
48 7544     4.341000e+01 -9.502002e+01
41 7545     -2.372300e+02 -1.028700e+02
48 7545     -3.931900e+02 -1.084400e+02
41 7546     -2.372300e+02 -1.028700e+02
48 7546     -3.931900e+02 -1.084400e+02
41 7547     3.068500e+02 4.911000e+02
48 7547     2.151000e+02 5.390300e+02
41 7548     -2.216500e+02 7.184998e+01
46 7548     -3.360200e+02 7.721997e+01
48 7548     -3.908900e+02 7.983002e+01
51 7548     3.449900e+02 8.410999e+01
41 7549     3.053800e+02 -3.334003e+01
46 7549     2.573700e+02 -3.420001e+01
41 7550     3.393300e+02 4.973300e+02
46 7550     2.724700e+02 5.275100e+02
48 7550     2.450600e+02 5.491300e+02
41 7551     1.438700e+02 3.559998e+01
46 7551     1.020200e+02 3.700000e+01
41 7552     -9.420999e+01 4.719971e+00
46 7552     -2.375400e+02 7.270020e+00
41 7553     1.540100e+02 -9.088000e+01
46 7553     9.006000e+01 -9.439001e+01
41 7554     -1.148001e+01 7.157001e+01
48 7554     -1.404900e+02 7.850000e+01
41 7555     3.614100e+02 3.916500e+02
46 7555     2.986000e+02 4.146100e+02
41 7556     -2.276999e+01 -8.590027e+00
46 7556     -1.168800e+02 -8.900024e+00
48 7556     -1.577600e+02 -8.609985e+00
57 7556     -2.041500e+02 -7.570007e+00
43 7557     3.295900e+02 4.492999e+01
45 7557     3.051300e+02 3.690002e+01
60 7557     2.896700e+02 3.556000e+01
64 7557     2.806400e+02 3.191998e+01
43 7558     -2.049400e+02 2.831000e+01
45 7558     -1.563300e+02 2.178003e+01
43 7559     -1.899300e+02 2.547998e+01
45 7559     -1.465000e+02 2.003998e+01
43 7560     3.702000e+02 4.388000e+01
45 7560     3.393900e+02 3.621002e+01
43 7561     -1.706900e+02 1.259003e+01
45 7561     -1.313200e+02 9.750000e+00
60 7561     -1.136300e+02 7.989990e+00
64 7561     -1.003400e+02 6.700012e+00
44 7562     -9.857001e+01 5.958002e+01
46 7562     -2.568300e+02 6.689001e+01
44 7563     2.414999e+01 4.450000e+01
46 7563     -1.103900e+02 4.877002e+01
48 7563     -1.549000e+02 5.082001e+01
57 7563     -2.006000e+02 5.242999e+01
44 7564     -2.226300e+02 3.825000e+01
46 7564     -4.070400e+02 4.377002e+01
44 7565     -1.610900e+02 3.692999e+01
46 7565     -3.333000e+02 4.288000e+01
44 7566     -4.707999e+01 3.267999e+01
46 7566     -1.953200e+02 3.610999e+01
48 7566     -2.436200e+02 3.757001e+01
57 7566     -2.934900e+02 3.873999e+01
65 7566     -3.468600e+02 4.109003e+01
44 7567     1.265500e+02 3.219971e+00
46 7567     6.070007e+00 4.729980e+00
44 7568     1.965700e+02 -1.044000e+01
46 7568     9.185001e+01 -1.098999e+01
65 7568     -1.322000e+01 -8.940002e+00
44 7569     2.195400e+02 -2.909998e+01
48 7569     9.928003e+01 -3.184998e+01
44 7570     2.195400e+02 -2.909998e+01
46 7570     1.276300e+02 -3.079999e+01
48 7570     9.928003e+01 -3.184998e+01
44 7571     5.195999e+01 -6.184998e+01
46 7571     -6.406000e+01 -6.547998e+01
65 7571     -1.811900e+02 -6.746002e+01
44 7572     3.344100e+02 -2.465300e+02
46 7572     1.369700e+02 -2.865300e+02
44 7573     3.294800e+02 -2.038000e+01
47 7573     -2.621400e+02 -1.903003e+01
44 7574     -6.876001e+01 -5.573999e+01
48 7574     -2.508600e+02 -6.010999e+01
65 7574     -3.432200e+02 -6.029999e+01
44 7575     2.926001e+01 1.313000e+01
46 7575     -1.052500e+02 1.521997e+01
46 7576     -2.434000e+02 5.763800e+02
48 7576     -3.087500e+02 5.905200e+02
46 7577     2.439900e+02 5.505300e+02
48 7577     2.155900e+02 5.726500e+02
46 7578     2.499000e+02 5.489600e+02
48 7578     2.213000e+02 5.712000e+02
46 7579     3.568500e+02 5.345000e+02
48 7579     3.309600e+02 5.563900e+02
46 7580     2.531400e+02 5.309400e+02
48 7580     2.258100e+02 5.513000e+02
46 7581     3.775300e+02 5.226800e+02
48 7581     3.516100e+02 5.454200e+02
46 7582     -3.464600e+02 8.092999e+01
48 7582     -4.027900e+02 8.301001e+01
46 7583     -3.400500e+02 7.975000e+01
48 7583     -3.952400e+02 8.237000e+01
46 7584     -3.307100e+02 7.619000e+01
48 7584     -3.857900e+02 7.857001e+01
46 7585     -3.179300e+02 7.227002e+01
48 7585     -3.719900e+02 7.457001e+01
51 7585     3.676300e+02 8.288000e+01
46 7586     -3.074000e+02 6.751001e+01
48 7586     -3.610900e+02 6.965997e+01
46 7587     -3.322800e+02 5.392999e+01
48 7587     -3.869000e+02 5.569000e+01
46 7588     -3.126000e+02 4.094000e+01
48 7588     -3.657800e+02 4.272998e+01
46 7589     -3.126000e+02 4.094000e+01
48 7589     -3.657800e+02 4.272998e+01
46 7590     -1.495000e+02 3.754999e+01
48 7590     -1.960000e+02 3.978003e+01
65 7590     -2.946900e+02 4.303003e+01
46 7591     1.245800e+02 2.904999e+01
48 7591     9.376999e+01 3.002002e+01
46 7592     1.318400e+02 1.700000e+01
47 7592     -3.830500e+02 2.246997e+01
46 7593     1.318400e+02 1.700000e+01
47 7593     -3.830500e+02 2.246997e+01
46 7594     1.460100e+02 1.660999e+01
47 7594     -3.652100e+02 2.109003e+01
57 7594     8.467999e+01 1.821002e+01
46 7595     1.783000e+02 1.584998e+01
47 7595     -3.281300e+02 1.865997e+01
48 7595     1.502200e+02 1.657001e+01
